,protocol_type,flag,Attack_Binomial,land,logged_in,root_shell,su_attempted,is_host_login,is_guest_login
4955,tcp,S0,1,0,0,0,0,0,0
4956,tcp,SF,0,0,1,0,0,0,0
4957,tcp,REJ,1,0,0,0,0,0,0
4958,tcp,REJ,1,0,0,0,0,0,0
4959,tcp,SF,0,0,1,0,0,0,0
4960,tcp,SF,0,0,1,0,0,0,0
4961,tcp,SF,0,0,1,0,0,0,0
4962,udp,SF,0,0,0,0,0,0,0
4963,udp,SF,0,0,0,0,0,0,0
4964,icmp,SF,1,0,0,0,0,0,0
4965,icmp,SF,1,0,0,0,0,0,0
4966,udp,SF,0,0,0,0,0,0,0
4967,udp,SF,0,0,0,0,0,0,0
4968,icmp,SF,1,0,0,0,0,0,0
4969,tcp,SF,1,0,1,0,0,0,0
4970,icmp,SF,1,0,0,0,0,0,0
4971,tcp,SF,0,0,1,0,0,0,0
4972,udp,SF,0,0,0,0,0,0,0
4973,tcp,SF,0,0,1,0,0,0,0
4974,udp,SF,0,0,0,0,0,0,0
4975,tcp,SF,0,0,1,0,0,0,0
4976,tcp,S0,1,0,0,0,0,0,0
4977,tcp,S0,1,0,0,0,0,0,0
4978,icmp,SF,1,0,0,0,0,0,0
4979,tcp,S0,1,0,0,0,0,0,0
4980,tcp,SF,0,0,1,0,0,0,0
4981,tcp,SF,0,0,1,0,0,0,0
4982,tcp,SF,0,0,1,0,0,0,0
4983,tcp,SF,0,0,1,0,0,0,0
4984,tcp,S0,1,0,0,0,0,0,0
4985,tcp,SF,0,0,1,0,0,0,1
4986,tcp,SF,0,0,0,0,0,0,0
4987,tcp,SF,0,0,1,0,0,0,0
4988,tcp,S0,1,0,0,0,0,0,0
4989,tcp,REJ,1,0,0,0,0,0,0
4990,tcp,REJ,1,0,0,0,0,0,0
4991,tcp,SF,0,0,1,0,0,0,0
4992,icmp,SF,1,0,0,0,0,0,0
4993,udp,SF,0,0,0,0,0,0,0
4994,tcp,SF,0,0,1,0,0,0,0
4995,tcp,SF,0,0,1,0,0,0,0
4996,tcp,REJ,1,0,0,0,0,0,0
4997,tcp,SF,0,0,1,0,0,0,0
4998,icmp,SF,1,0,0,0,0,0,0
4999,tcp,SF,0,0,1,0,0,0,0
5000,tcp,S0,1,0,0,0,0,0,0
5001,tcp,SF,0,0,1,0,0,0,0
5002,udp,SF,0,0,0,0,0,0,0
5003,tcp,SF,0,0,1,0,0,0,0
5004,udp,SF,0,0,0,0,0,0,0
5005,tcp,S0,1,0,0,0,0,0,0
5006,udp,SF,0,0,0,0,0,0,0
5007,tcp,REJ,1,0,0,0,0,0,0
5008,tcp,SF,0,0,1,0,0,0,0
5009,tcp,SF,1,0,1,0,0,0,0
5010,tcp,SF,0,0,1,0,0,0,0
5011,tcp,S0,1,0,0,0,0,0,0
5012,tcp,SF,0,0,1,0,0,0,0
5013,tcp,S0,1,0,0,0,0,0,0
5014,tcp,SF,0,0,1,0,0,0,0
5015,tcp,S0,1,0,0,0,0,0,0
5016,tcp,S0,1,0,0,0,0,0,0
5017,tcp,S0,1,0,0,0,0,0,0
5018,tcp,S0,1,0,0,0,0,0,0
5019,tcp,SF,0,0,1,0,0,0,1
5020,tcp,SF,0,0,1,0,0,0,0
5021,tcp,SF,1,0,1,0,0,0,0
5022,tcp,SF,0,0,1,0,0,0,0
5023,icmp,SF,1,0,0,0,0,0,0
5024,tcp,SF,0,0,1,0,0,0,0
5025,tcp,SF,0,0,1,0,0,0,0
5026,tcp,SF,0,0,1,0,0,0,0
5027,tcp,SF,0,0,1,0,0,0,0
5028,tcp,SF,0,0,1,0,0,0,0
5029,tcp,S0,1,0,0,0,0,0,0
5030,tcp,SF,1,0,1,0,0,0,0
5031,tcp,S0,1,0,0,0,0,0,0
5032,tcp,REJ,1,0,0,0,0,0,0
5033,tcp,REJ,1,0,0,0,0,0,0
5034,tcp,SF,0,0,1,0,0,0,0
5035,udp,SF,0,0,0,0,0,0,0
5036,tcp,REJ,0,0,0,0,0,0,0
5037,udp,SF,1,0,0,0,0,0,0
5038,tcp,S0,1,0,0,0,0,0,0
5039,tcp,SF,0,0,1,0,0,0,0
5040,tcp,SF,0,0,1,0,0,0,0
5041,udp,SF,1,0,0,0,0,0,0
5042,tcp,S0,1,0,0,0,0,0,0
5043,tcp,SF,0,0,1,0,0,0,0
5044,tcp,SF,0,0,1,0,0,0,0
5045,tcp,S0,1,0,0,0,0,0,0
5046,tcp,S0,1,0,0,0,0,0,0
5047,tcp,SF,0,0,1,0,0,0,0
5048,udp,SF,0,0,0,0,0,0,0
5049,icmp,SF,1,0,0,0,0,0,0
5050,tcp,REJ,1,0,0,0,0,0,0
5051,tcp,SF,0,0,1,0,0,0,0
5052,tcp,S0,1,0,0,0,0,0,0
5053,tcp,SF,0,0,1,0,0,0,0
5054,tcp,SF,0,0,1,0,0,0,0
5055,udp,SF,0,0,0,0,0,0,0
5056,tcp,S0,1,0,0,0,0,0,0
5057,tcp,S0,1,0,0,0,0,0,0
5058,udp,SF,0,0,0,0,0,0,0
5059,tcp,S0,1,0,0,0,0,0,0
5060,tcp,S0,1,0,0,0,0,0,0
5061,tcp,S0,1,0,0,0,0,0,0
5062,tcp,S0,1,0,0,0,0,0,0
5063,tcp,S0,1,0,0,0,0,0,0
5064,tcp,SF,0,0,1,0,0,0,0
5065,tcp,SF,0,0,1,0,0,0,0
5066,udp,SF,0,0,0,0,0,0,0
5067,tcp,SF,0,0,1,0,0,0,0
5068,udp,SF,0,0,0,0,0,0,0
5069,tcp,SF,0,0,1,0,0,0,0
5070,tcp,SF,0,0,1,0,0,0,1
5071,udp,SF,0,0,0,0,0,0,0
5072,udp,SF,0,0,0,0,0,0,0
5073,tcp,SF,0,0,0,0,0,0,0
5074,tcp,S0,1,0,0,0,0,0,0
5075,tcp,S0,1,0,0,0,0,0,0
5076,tcp,SF,0,0,1,0,0,0,0
5077,tcp,SF,0,0,1,0,0,0,0
5078,tcp,SF,0,0,1,0,0,0,0
5079,udp,SF,0,0,0,0,0,0,0
5080,udp,SF,0,0,0,0,0,0,0
5081,tcp,S0,1,0,0,0,0,0,0
5082,tcp,S0,1,0,0,0,0,0,0
5083,tcp,S0,1,0,0,0,0,0,0
5084,tcp,RSTO,0,0,1,0,0,0,0
5085,tcp,S0,1,0,0,0,0,0,0
5086,tcp,SF,0,0,1,0,0,0,0
5087,tcp,S0,1,0,0,0,0,0,0
5088,tcp,S0,1,0,0,0,0,0,0
5089,tcp,SF,1,0,1,0,0,0,0
5090,tcp,S0,1,0,0,0,0,0,0
5091,tcp,REJ,1,0,0,0,0,0,0
5092,tcp,SF,0,0,1,0,0,0,0
5093,tcp,SF,0,0,1,0,0,0,0
5094,udp,SF,0,0,0,0,0,0,0
5095,tcp,SF,0,0,1,0,0,0,0
5096,tcp,SF,0,0,1,0,0,0,0
5097,tcp,SF,0,0,1,0,0,0,0
5098,tcp,SF,0,0,1,0,0,0,0
5099,tcp,S0,1,0,0,0,0,0,0
5100,tcp,S0,1,0,0,0,0,0,0
5101,tcp,S0,1,0,0,0,0,0,0
5102,tcp,S0,1,0,0,0,0,0,0
5103,tcp,SF,0,0,1,0,0,0,0
5104,tcp,S0,1,0,0,0,0,0,0
5105,tcp,REJ,0,0,0,0,0,0,0
5106,tcp,SF,0,0,1,0,0,0,0
5107,tcp,S0,1,0,0,0,0,0,0
5108,udp,SF,0,0,0,0,0,0,0
5109,tcp,SF,0,0,1,0,0,0,0
5110,tcp,SF,0,0,1,0,0,0,0
5111,tcp,S0,1,0,0,0,0,0,0
5112,tcp,RSTO,1,0,0,0,0,0,0
5113,tcp,SF,0,0,1,0,0,0,0
5114,tcp,SF,0,0,1,0,0,0,0
5115,tcp,RSTR,1,0,0,0,0,0,0
5116,udp,SF,1,0,0,0,0,0,0
5117,icmp,SF,1,0,0,0,0,0,0
5118,tcp,SF,0,0,1,0,0,0,0
5119,tcp,S0,1,0,0,0,0,0,0
5120,tcp,SF,0,0,0,0,0,0,0
5121,tcp,SF,0,0,1,0,0,0,0
5122,tcp,SF,0,0,1,0,0,0,0
5123,tcp,S0,1,0,0,0,0,0,0
5124,tcp,S0,1,0,0,0,0,0,0
5125,tcp,SF,0,0,1,0,0,0,0
5126,tcp,REJ,1,0,0,0,0,0,0
5127,tcp,RSTR,1,0,0,0,0,0,0
5128,tcp,REJ,1,0,0,0,0,0,0
5129,icmp,SF,1,0,0,0,0,0,0
5130,tcp,S0,1,0,0,0,0,0,0
5131,icmp,SF,0,0,0,0,0,0,0
5132,tcp,SF,0,0,1,0,0,0,0
5133,tcp,SF,0,0,1,0,0,0,0
5134,tcp,SF,0,0,1,0,0,0,0
5135,tcp,SF,0,0,0,0,0,0,0
5136,tcp,S0,1,0,0,0,0,0,0
5137,tcp,SF,0,0,1,0,0,0,0
5138,tcp,SF,0,0,1,0,0,0,0
5139,tcp,REJ,0,0,0,0,0,0,0
5140,tcp,SF,0,0,1,0,0,0,0
5141,tcp,S0,1,0,0,0,0,0,0
5142,icmp,SF,1,0,0,0,0,0,0
5143,tcp,S0,1,0,0,0,0,0,0
5144,udp,SF,0,0,0,0,0,0,0
5145,tcp,S0,1,0,0,0,0,0,0
5146,tcp,S0,1,0,0,0,0,0,0
5147,tcp,S0,1,0,0,0,0,0,0
5148,tcp,SF,0,0,1,0,0,0,0
5149,tcp,S0,1,0,0,0,0,0,0
5150,icmp,SF,1,0,0,0,0,0,0
5151,tcp,S0,1,0,0,0,0,0,0
5152,tcp,SF,0,0,1,0,0,0,0
5153,tcp,SF,0,0,1,0,0,0,0
5154,tcp,SF,0,0,0,0,0,0,0
5155,tcp,SF,0,0,1,0,0,0,0
5156,icmp,SF,0,0,0,0,0,0,0
5157,tcp,SF,0,0,1,0,0,0,0
5158,tcp,S0,1,0,0,0,0,0,0
5159,tcp,SF,0,0,1,0,0,0,0
5160,udp,SF,0,0,0,0,0,0,0
5161,tcp,S0,1,0,0,0,0,0,0
5162,tcp,RSTR,0,0,0,0,0,0,0
5163,tcp,S0,1,0,0,0,0,0,0
5164,tcp,SF,0,0,1,0,0,0,0
5165,tcp,SF,0,0,1,0,0,0,0
5166,udp,SF,0,0,0,0,0,0,0
5167,udp,SF,0,0,0,0,0,0,0
5168,tcp,S0,1,0,0,0,0,0,0
5169,tcp,S0,1,0,0,0,0,0,0
5170,tcp,S0,1,0,0,0,0,0,0
5171,icmp,SF,1,0,0,0,0,0,0
5172,tcp,SF,0,0,1,0,0,0,0
5173,icmp,SF,0,0,0,0,0,0,0
5174,tcp,SF,0,0,1,0,0,0,0
5175,tcp,S0,1,0,0,0,0,0,0
5176,tcp,SF,0,0,1,0,0,0,0
5177,tcp,RSTR,1,0,0,0,0,0,0
5178,tcp,SF,0,0,1,0,0,0,0
5179,tcp,S0,1,0,0,0,0,0,0
5180,tcp,REJ,1,0,0,0,0,0,0
5181,tcp,REJ,1,0,0,0,0,0,0
5182,tcp,S0,1,0,0,0,0,0,0
5183,tcp,SF,0,0,1,0,0,0,0
5184,icmp,SF,0,0,0,0,0,0,0
5185,tcp,SF,0,0,1,0,0,0,0
5186,icmp,SF,0,0,0,0,0,0,0
5187,tcp,S0,1,0,0,0,0,0,0
5188,tcp,S0,1,0,0,0,0,0,0
5189,tcp,SF,0,0,1,0,0,0,0
5190,tcp,SF,1,0,1,0,0,0,0
5191,udp,SF,0,0,0,0,0,0,0
5192,tcp,S0,1,0,0,0,0,0,0
5193,tcp,S0,1,0,0,0,0,0,0
5194,tcp,SF,0,0,1,0,0,0,0
5195,tcp,REJ,1,0,0,0,0,0,0
5196,tcp,SF,0,0,1,0,0,0,0
5197,tcp,REJ,1,0,0,0,0,0,0
5198,tcp,SF,0,0,1,0,0,0,0
5199,udp,SF,0,0,0,0,0,0,0
5200,tcp,S0,1,0,0,0,0,0,0
5201,tcp,REJ,1,0,0,0,0,0,0
5202,tcp,REJ,1,0,0,0,0,0,0
5203,tcp,S0,1,0,0,0,0,0,0
5204,tcp,SF,0,0,1,0,0,0,0
5205,tcp,S0,1,0,0,0,0,0,0
5206,tcp,SF,0,0,1,0,0,0,0
5207,tcp,SF,0,0,1,0,0,0,0
5208,tcp,S0,1,0,0,0,0,0,0
5209,udp,SF,0,0,0,0,0,0,0
5210,tcp,S0,1,0,0,0,0,0,0
5211,tcp,SF,0,0,1,0,0,0,0
5212,udp,SF,0,0,0,0,0,0,0
5213,tcp,SF,0,0,1,0,0,0,0
5214,tcp,SF,0,0,1,0,0,0,0
5215,tcp,S0,1,0,0,0,0,0,0
5216,tcp,SF,0,0,1,0,0,0,0
5217,tcp,RSTO,1,0,0,0,0,0,0
5218,tcp,REJ,1,0,0,0,0,0,0
5219,tcp,SF,0,0,1,0,0,0,0
5220,udp,SF,0,0,0,0,0,0,0
5221,tcp,SF,0,0,1,0,0,0,0
5222,tcp,S0,1,0,0,0,0,0,0
5223,tcp,REJ,1,0,0,0,0,0,0
5224,tcp,SF,0,0,1,0,0,0,0
5225,tcp,SF,0,0,1,0,0,0,0
5226,tcp,REJ,1,0,0,0,0,0,0
5227,tcp,SF,0,0,1,0,0,0,0
5228,udp,SF,0,0,0,0,0,0,0
5229,tcp,REJ,1,0,0,0,0,0,0
5230,tcp,REJ,1,0,0,0,0,0,0
5231,udp,SF,0,0,0,0,0,0,0
5232,tcp,SF,0,0,0,0,0,0,0
5233,tcp,SF,0,0,1,0,0,0,0
5234,tcp,SF,0,0,1,0,0,0,0
5235,tcp,S0,1,0,0,0,0,0,0
5236,tcp,SF,0,0,1,0,0,0,0
5237,tcp,S0,1,0,0,0,0,0,0
5238,tcp,REJ,1,0,0,0,0,0,0
5239,tcp,S0,1,0,0,0,0,0,0
5240,udp,SF,1,0,0,0,0,0,0
5241,tcp,SF,0,0,1,0,0,0,0
5242,tcp,S0,1,0,0,0,0,0,0
5243,tcp,S0,1,0,0,0,0,0,0
5244,icmp,SF,1,0,0,0,0,0,0
5245,icmp,SF,1,0,0,0,0,0,0
5246,tcp,REJ,1,0,0,0,0,0,0
5247,tcp,S0,1,0,0,0,0,0,0
5248,tcp,SF,0,0,1,0,0,0,0
5249,tcp,SF,0,0,1,0,0,0,0
5250,tcp,S0,1,0,0,0,0,0,0
5251,tcp,SF,0,0,1,0,0,0,0
5252,tcp,S0,1,0,0,0,0,0,0
5253,tcp,REJ,0,0,0,0,0,0,0
5254,udp,SF,0,0,0,0,0,0,0
5255,tcp,S0,1,0,0,0,0,0,0
5256,icmp,SF,1,0,0,0,0,0,0
5257,tcp,SF,0,0,1,0,0,0,0
5258,tcp,S0,1,0,0,0,0,0,0
5259,tcp,S0,1,0,0,0,0,0,0
5260,tcp,S0,1,0,0,0,0,0,0
5261,tcp,SF,1,0,1,0,0,0,0
5262,icmp,SF,1,0,0,0,0,0,0
5263,udp,SF,1,0,0,0,0,0,0
5264,icmp,SF,1,0,0,0,0,0,0
5265,tcp,SF,0,0,1,0,0,0,0
5266,tcp,SF,0,0,1,0,0,0,0
5267,tcp,S0,1,0,0,0,0,0,0
5268,tcp,SF,0,0,1,0,0,0,0
5269,tcp,S0,1,0,0,0,0,0,0
5270,tcp,SF,0,0,1,0,0,0,0
5271,udp,SF,1,0,0,0,0,0,0
5272,tcp,SF,0,0,1,0,0,0,0
5273,tcp,SF,0,0,1,0,0,0,0
5274,tcp,SF,0,0,1,0,0,0,0
5275,tcp,SF,0,0,1,0,0,0,0
5276,tcp,SF,0,0,1,0,0,0,0
5277,tcp,SF,0,0,1,0,0,0,0
5278,tcp,SF,0,0,1,0,0,0,0
5279,tcp,S0,1,0,0,0,0,0,0
5280,tcp,SF,1,0,1,0,0,0,0
5281,icmp,SF,1,0,0,0,0,0,0
5282,icmp,SF,1,0,0,0,0,0,0
5283,icmp,SF,1,0,0,0,0,0,0
5284,tcp,SF,0,0,1,0,0,0,0
5285,tcp,S0,1,0,0,0,0,0,0
5286,tcp,S0,1,0,0,0,0,0,0
5287,tcp,SF,0,0,1,0,0,0,0
5288,tcp,SF,0,0,0,0,0,0,0
5289,udp,SF,0,0,0,0,0,0,0
5290,tcp,REJ,1,0,0,0,0,0,0
5291,tcp,S0,1,0,0,0,0,0,0
5292,tcp,SF,0,0,1,0,0,0,0
5293,tcp,SF,0,0,1,0,0,0,0
5294,tcp,REJ,0,0,0,0,0,0,0
5295,tcp,SF,0,0,1,0,0,0,0
5296,tcp,S0,1,0,0,0,0,0,0
5297,icmp,SF,0,0,0,0,0,0,0
5298,tcp,S0,1,0,0,0,0,0,0
5299,tcp,SF,0,0,1,0,0,0,0
5300,icmp,SF,1,0,0,0,0,0,0
5301,tcp,S0,1,0,0,0,0,0,0
5302,tcp,S0,1,0,0,0,0,0,0
5303,tcp,SF,0,0,1,0,0,0,0
5304,tcp,S0,1,0,0,0,0,0,0
5305,tcp,S0,1,0,0,0,0,0,0
5306,tcp,SF,0,0,1,0,0,0,0
5307,udp,SF,1,0,0,0,0,0,0
5308,tcp,SF,1,0,1,0,0,0,0
5309,tcp,S0,1,0,0,0,0,0,0
5310,udp,SF,0,0,0,0,0,0,0
5311,tcp,REJ,0,0,0,0,0,0,0
5312,tcp,SF,0,0,1,0,0,0,0
5313,tcp,S0,1,0,0,0,0,0,0
5314,udp,SF,1,0,0,0,0,0,0
5315,tcp,S0,1,0,0,0,0,0,0
5316,tcp,S0,1,0,0,0,0,0,0
5317,tcp,SF,0,0,1,0,0,0,0
5318,tcp,SF,0,0,1,0,0,0,0
5319,tcp,SF,0,0,1,0,0,0,0
5320,tcp,S0,1,0,0,0,0,0,0
5321,icmp,SF,1,0,0,0,0,0,0
5322,icmp,SF,1,0,0,0,0,0,0
5323,tcp,S0,1,0,0,0,0,0,0
5324,tcp,SF,0,0,1,0,0,0,0
5325,udp,SF,0,0,0,0,0,0,0
5326,tcp,SF,0,0,1,0,0,0,0
5327,tcp,S0,1,0,0,0,0,0,0
5328,tcp,SF,0,0,1,0,0,0,0
5329,tcp,REJ,0,0,0,0,0,0,0
5330,tcp,SF,0,0,1,0,0,0,0
5331,tcp,S0,1,0,0,0,0,0,0
5332,tcp,S0,1,0,0,0,0,0,0
5333,tcp,S0,1,0,0,0,0,0,0
5334,tcp,REJ,0,0,0,0,0,0,0
5335,tcp,SF,0,0,1,0,0,0,0
5336,tcp,S0,1,0,0,0,0,0,0
5337,tcp,S0,1,0,0,0,0,0,0
5338,tcp,S0,1,0,0,0,0,0,0
5339,tcp,S0,1,0,0,0,0,0,0
5340,tcp,S0,1,0,0,0,0,0,0
5341,tcp,S0,1,0,0,0,0,0,0
5342,tcp,S0,1,0,0,0,0,0,0
5343,tcp,SF,0,0,1,0,0,0,0
5344,tcp,SF,0,0,1,0,0,0,0
5345,tcp,S0,1,0,0,0,0,0,0
5346,icmp,SF,1,0,0,0,0,0,0
5347,tcp,S0,1,0,0,0,0,0,0
5348,tcp,S0,1,0,0,0,0,0,0
5349,tcp,SF,0,0,1,0,0,0,0
5350,tcp,S0,1,0,0,0,0,0,0
5351,tcp,S0,1,0,0,0,0,0,0
5352,tcp,REJ,1,0,0,0,0,0,0
5353,udp,SF,1,0,0,0,0,0,0
5354,tcp,SF,0,0,1,0,0,0,0
5355,tcp,SF,0,0,1,0,0,0,0
5356,tcp,S0,1,0,0,0,0,0,0
5357,tcp,S0,1,0,0,0,0,0,0
5358,tcp,S0,1,0,0,0,0,0,0
5359,tcp,SF,0,0,1,0,0,0,0
5360,tcp,SF,0,0,1,0,0,0,0
5361,tcp,S0,1,0,0,0,0,0,0
5362,tcp,S0,1,0,0,0,0,0,0
5363,tcp,REJ,1,0,0,0,0,0,0
5364,tcp,S0,1,0,0,0,0,0,0
5365,tcp,SF,0,0,1,0,0,0,0
5366,tcp,SF,0,0,1,0,0,0,0
5367,icmp,SF,1,0,0,0,0,0,0
5368,udp,SF,0,0,0,0,0,0,0
5369,tcp,S0,1,0,0,0,0,0,0
5370,tcp,S0,1,0,0,0,0,0,0
5371,tcp,SF,0,0,1,0,0,0,0
5372,tcp,S0,1,0,0,0,0,0,0
5373,udp,SF,0,0,0,0,0,0,0
5374,tcp,SF,0,0,1,0,0,0,0
5375,tcp,REJ,0,0,0,0,0,0,0
5376,icmp,SF,1,0,0,0,0,0,0
5377,tcp,S0,1,0,0,0,0,0,0
5378,tcp,SF,0,0,1,0,0,0,0
5379,udp,SF,0,0,0,0,0,0,0
5380,tcp,S0,1,0,0,0,0,0,0
5381,tcp,S0,1,0,0,0,0,0,0
5382,tcp,RSTR,1,0,0,0,0,0,0
5383,tcp,REJ,0,0,0,0,0,0,0
5384,tcp,SF,0,0,1,0,0,0,0
5385,tcp,SF,0,0,1,0,0,0,0
5386,tcp,SF,0,0,1,0,0,0,0
5387,udp,SF,0,0,0,0,0,0,0
5388,icmp,SF,1,0,0,0,0,0,0
5389,tcp,SF,0,0,1,0,0,0,0
5390,tcp,SF,0,0,1,0,0,0,0
5391,tcp,S0,1,0,0,0,0,0,0
5392,tcp,SF,0,0,1,0,0,0,0
5393,tcp,SF,0,0,1,0,0,0,0
5394,tcp,SF,0,0,1,0,0,0,0
5395,tcp,S0,1,0,0,0,0,0,0
5396,tcp,S0,1,0,0,0,0,0,0
5397,tcp,REJ,1,0,0,0,0,0,0
5398,tcp,SF,0,0,1,0,0,0,0
5399,tcp,SF,0,0,1,0,0,0,0
5400,tcp,SF,0,0,1,0,0,0,0
5401,tcp,SF,0,0,1,0,0,0,0
5402,tcp,SF,0,0,1,0,0,0,0
5403,tcp,S0,1,0,0,0,0,0,0
5404,tcp,SF,0,0,1,0,0,0,0
5405,tcp,SF,0,0,1,0,0,0,0
5406,tcp,S0,1,0,0,0,0,0,0
5407,tcp,RSTR,1,0,0,0,0,0,0
5408,icmp,SF,1,0,0,0,0,0,0
5409,tcp,SF,0,0,1,0,0,0,0
5410,tcp,S0,1,0,0,0,0,0,0
5411,tcp,SF,0,0,1,0,0,0,0
5412,tcp,SF,0,0,1,0,0,0,0
5413,tcp,S0,1,0,0,0,0,0,0
5414,tcp,SF,0,0,1,0,0,0,0
5415,tcp,REJ,1,0,0,0,0,0,0
5416,tcp,REJ,1,0,0,0,0,0,0
5417,tcp,SF,1,0,1,0,0,0,0
5418,icmp,SF,0,0,0,0,0,0,0
5419,tcp,SF,0,0,1,0,0,0,0
5420,tcp,S0,1,0,0,0,0,0,0
5421,tcp,S0,1,0,0,0,0,0,0
5422,udp,SF,0,0,0,0,0,0,0
5423,tcp,SF,0,0,1,0,0,0,0
5424,udp,SF,1,0,0,0,0,0,0
5425,tcp,SF,0,0,1,0,0,0,0
5426,tcp,REJ,1,0,0,0,0,0,0
5427,tcp,SF,0,0,1,0,0,0,0
5428,icmp,SF,1,0,0,0,0,0,0
5429,udp,SF,0,0,0,0,0,0,0
5430,icmp,SF,1,0,0,0,0,0,0
5431,tcp,SF,0,0,1,0,0,0,0
5432,tcp,SF,0,0,1,0,0,0,0
5433,tcp,SF,0,0,1,0,0,0,0
5434,tcp,SF,0,0,1,0,0,0,0
5435,tcp,SF,0,0,1,0,0,0,0
5436,udp,SF,0,0,0,0,0,0,0
5437,udp,SF,0,0,0,0,0,0,0
5438,tcp,S1,0,0,1,0,0,0,0
5439,tcp,SF,0,0,1,0,0,0,0
5440,tcp,SF,0,0,1,0,0,0,0
5441,icmp,SF,1,0,0,0,0,0,0
5442,tcp,SF,0,0,1,0,0,0,0
5443,tcp,S0,1,0,0,0,0,0,0
5444,tcp,SF,0,0,1,0,0,0,0
5445,icmp,SF,1,0,0,0,0,0,0
5446,tcp,S0,1,0,0,0,0,0,0
5447,udp,SF,0,0,0,0,0,0,0
5448,tcp,SF,0,0,1,0,0,0,0
5449,tcp,SF,0,0,1,0,0,0,0
5450,tcp,REJ,0,0,0,0,0,0,0
5451,udp,SF,0,0,0,0,0,0,0
5452,tcp,SF,0,0,1,0,0,0,0
5453,udp,SF,0,0,0,0,0,0,0
5454,tcp,S0,1,0,0,0,0,0,0
5455,udp,SF,0,0,0,0,0,0,0
5456,tcp,SF,0,0,1,0,0,0,0
5457,tcp,S2,1,0,1,0,0,0,0
5458,tcp,S0,1,0,0,0,0,0,0
5459,icmp,SF,1,0,0,0,0,0,0
5460,tcp,S0,1,0,0,0,0,0,0
5461,udp,SF,0,0,0,0,0,0,0
5462,udp,SF,0,0,0,0,0,0,0
5463,tcp,SF,0,0,1,0,0,0,0
5464,tcp,SF,0,0,1,0,0,0,0
5465,tcp,S0,1,0,0,0,0,0,0
5466,tcp,SF,0,0,1,0,0,0,0
5467,udp,SF,0,0,0,0,0,0,0
5468,udp,SF,0,0,0,0,0,0,0
5469,tcp,S0,1,0,0,0,0,0,0
5470,tcp,SF,0,0,0,0,0,0,0
5471,tcp,S0,1,0,0,0,0,0,0
5472,tcp,SF,0,0,0,0,0,0,0
5473,tcp,SF,0,0,1,0,0,0,0
5474,tcp,S0,1,0,0,0,0,0,0
5475,tcp,S0,1,0,0,0,0,0,0
5476,tcp,S0,1,0,0,0,0,0,0
5477,tcp,SF,0,0,1,0,0,0,0
5478,tcp,SF,0,0,1,0,0,0,0
5479,tcp,SF,1,0,1,0,0,0,1
5480,tcp,S0,1,0,0,0,0,0,0
5481,tcp,S0,1,0,0,0,0,0,0
5482,tcp,SF,0,0,1,0,0,0,0
5483,tcp,RSTR,1,0,0,0,0,0,0
5484,tcp,SF,0,0,1,0,0,0,0
5485,tcp,SF,0,0,1,0,0,0,0
5486,udp,SF,0,0,0,0,0,0,0
5487,tcp,SF,0,0,1,0,0,0,0
5488,tcp,S0,1,0,0,0,0,0,0
5489,tcp,SF,0,0,1,0,0,0,0
5490,tcp,SF,0,0,1,0,0,0,0
5491,tcp,SF,0,0,1,0,0,0,0
5492,tcp,SF,0,0,1,0,0,0,0
5493,tcp,SF,0,0,1,0,0,0,0
5494,tcp,SF,0,0,0,0,0,0,0
5495,tcp,SF,0,0,1,0,0,0,0
5496,tcp,SF,0,0,1,0,0,0,0
5497,tcp,SF,0,0,1,0,0,0,0
5498,tcp,SF,0,0,1,0,0,0,0
5499,tcp,SF,0,0,1,0,0,0,0
5500,tcp,SF,0,0,1,0,0,0,0
5501,tcp,S0,1,0,0,0,0,0,0
5502,tcp,S0,1,0,0,0,0,0,0
5503,tcp,SF,0,0,1,0,0,0,0
5504,tcp,SF,0,0,1,0,0,0,0
5505,udp,SF,0,0,0,0,0,0,0
5506,icmp,SF,0,0,0,0,0,0,0
5507,tcp,S0,1,0,0,0,0,0,0
5508,tcp,SF,0,0,1,0,0,0,0
5509,tcp,REJ,0,0,0,0,0,0,0
5510,icmp,SF,0,0,0,0,0,0,0
5511,udp,SF,0,0,0,0,0,0,0
5512,udp,SF,0,0,0,0,0,0,0
5513,tcp,RSTR,1,0,0,0,0,0,0
5514,tcp,SF,0,0,1,0,0,0,0
5515,tcp,S0,1,0,0,0,0,0,0
5516,tcp,SF,0,0,1,0,0,0,0
5517,tcp,SF,0,0,1,0,0,0,0
5518,tcp,SF,0,0,1,0,0,0,0
5519,tcp,S0,1,0,0,0,0,0,0
5520,tcp,S0,1,0,0,0,0,0,0
5521,udp,SF,1,0,0,0,0,0,0
5522,udp,SF,0,0,0,0,0,0,0
5523,tcp,S0,1,0,0,0,0,0,0
5524,udp,SF,0,0,0,0,0,0,0
5525,icmp,SF,1,0,0,0,0,0,0
5526,tcp,SF,0,0,1,0,0,0,0
5527,tcp,S0,1,0,0,0,0,0,0
5528,tcp,SF,0,0,1,0,0,0,0
5529,tcp,SF,0,0,1,0,0,0,0
5530,tcp,SF,0,0,1,0,0,0,0
5531,tcp,SF,0,0,1,0,0,0,0
5532,udp,SF,0,0,0,0,0,0,0
5533,tcp,SF,0,0,1,0,0,0,0
5534,tcp,SF,0,0,1,0,0,0,0
5535,tcp,SF,0,0,1,0,0,0,0
